"created_at","content","user_type","count"
2021-10-10,"Chess Events and Tournaments","influencer",1
2021-10-11,"Chess Events and Tournaments","influencer",1
2021-10-11,"Social Media Impact on Chess","consumer",1
2021-10-12,"Tournament Results and Standings","consumer",1
2021-10-13,"Chess Events and Tournaments","influencer",1
2021-10-13,"Political and Social Issues in Chess","consumer",1
2021-10-13,"Social Media Impact on Chess","influencer",1
2021-10-13,"Tournament Results and Standings","influencer",1
2021-10-14,"Chess Training and Improvement","consumer",1
2021-10-14,"Tournament Results and Standings","influencer",3
2021-10-15,"Chess Training and Improvement","consumer",1
2021-10-15,"Social Media Impact on Chess","consumer",1
2021-10-16,"Chess Legends and Personalities","consumer",1
2021-10-16,"Social Media Impact on Chess","consumer",1
2021-10-17,"Chess Events and Tournaments","consumer",1
2021-10-17,"Chess Training and Improvement","consumer",1
2021-10-17,"Online Chess Competitions","consumer",1
2021-10-17,"Player Performances and Strategies","consumer",1
2021-10-17,"Player Performances and Strategies","influencer",1
2021-10-17,"Social Media Impact on Chess","consumer",1
2021-10-17,"Tournament Results and Standings","consumer",1
2021-10-18,"Chess Events and Tournaments","consumer",1
2021-10-18,"Chess Events and Tournaments","influencer",2
2021-10-18,"Social Media Impact on Chess","consumer",1
2021-10-18,"Social Media Impact on Chess","influencer",1
2021-10-18,"Tournament Results and Standings","consumer",4
2021-10-18,"Tournament Results and Standings","influencer",1
2021-10-19,"Chess Events and Tournaments","consumer",1
2021-10-19,"Tournament Results and Standings","consumer",1
2021-10-19,"Tournament Results and Standings","influencer",2
2021-10-20,"Tournament Results and Standings","consumer",1
2021-10-21,"Chess Training and Improvement","consumer",2
2021-10-21,"Social Media Impact on Chess","consumer",1
2021-10-21,"Tournament Results and Standings","consumer",1
2021-10-22,"Chess Legends and Personalities","consumer",1
2021-10-22,"Tournament Results and Standings","consumer",1
2021-10-23,"Chess Training and Improvement","consumer",1
2021-10-25,"Chess Literature and Media","consumer",1
2021-10-25,"Social Media Impact on Chess","consumer",3
2021-10-26,"Chess Events and Tournaments","consumer",1
2021-10-26,"Chess Legends and Personalities","consumer",1
2021-10-27,"Chess Events and Tournaments","influencer",1
2021-10-27,"Chess Training and Improvement","influencer",1
2021-10-27,"Player Performances and Strategies","influencer",1
2021-10-27,"Social Media Impact on Chess","consumer",1
2021-10-28,"Chess Events and Tournaments","consumer",1
2021-10-28,"Social Media Impact on Chess","consumer",1
2021-10-29,"Chess Events and Tournaments","consumer",1
2021-10-29,"Chess Events and Tournaments","influencer",1
2021-10-29,"Online Chess Competitions","consumer",1
2021-10-29,"Player Performances and Strategies","consumer",1
2021-10-29,"Political and Social Issues in Chess","consumer",1
2021-10-30,"Chess Events and Tournaments","consumer",1
2021-10-30,"Chess Events and Tournaments","influencer",1
2021-10-30,"Social Media Impact on Chess","consumer",2
2021-10-30,"Tournament Results and Standings","influencer",1
2021-10-31,"Chess Events and Tournaments","consumer",1
2021-10-31,"Chess Training and Improvement","consumer",1
2021-11-01,"Chess Literature and Media","consumer",1
2021-11-01,"Player Performances and Strategies","consumer",1
2021-11-01,"Social Media Impact on Chess","consumer",2
2021-11-04,"Chess Literature and Media","consumer",1
2021-11-04,"Chess Literature and Media","influencer",2
2021-11-04,"Player Performances and Strategies","consumer",1
2021-11-04,"Social Media Impact on Chess","consumer",1
2021-11-05,"Chess Legends and Personalities","consumer",1
2021-11-05,"Chess Literature and Media","consumer",1
2021-11-05,"Chess Training and Improvement","influencer",1
2021-11-05,"Social Media Impact on Chess","influencer",1
2021-11-06,"Tournament Results and Standings","consumer",1
2021-11-07,"Tournament Results and Standings","consumer",1
2021-11-08,"Chess Events and Tournaments","consumer",1
2021-11-08,"Player Performances and Strategies","influencer",1
2021-11-09,"Chess Legends and Personalities","consumer",1
2021-11-09,"Social Media Impact on Chess","consumer",1
2021-11-09,"Social Media Impact on Chess","influencer",1
2021-11-09,"Tournament Results and Standings","consumer",1
2021-11-10,"Chess Events and Tournaments","consumer",1
2021-11-11,"Chess Legends and Personalities","consumer",1
2021-11-13,"Chess Events and Tournaments","consumer",1
2021-11-13,"Online Chess Competitions","consumer",1
2021-11-13,"Player Performances and Strategies","influencer",1
2021-11-13,"Political and Social Issues in Chess","consumer",1
2021-11-14,"Chess Literature and Media","consumer",1
2021-11-15,"Personal Experience","consumer",1
2021-11-15,"Social Media Impact on Chess","consumer",1
2021-11-16,"Chess Events and Tournaments","consumer",1
2021-11-17,"Chess Events and Tournaments","influencer",1
2021-11-17,"Chess Legends and Personalities","consumer",1
2021-11-17,"Tournament Results and Standings","consumer",1
2021-11-18,"Chess Events and Tournaments","consumer",2
2021-11-19,"Chess Legends and Personalities","consumer",2
2021-11-19,"Player Performances and Strategies","consumer",2
2021-11-19,"Tournament Results and Standings","consumer",1
2021-11-20,"Chess Events and Tournaments","consumer",1
2021-11-20,"Player Performances and Strategies","consumer",1
2021-11-20,"Social Media Impact on Chess","consumer",1
2021-11-20,"Tournament Results and Standings","consumer",1
2021-11-21,"Player Performances and Strategies","consumer",1
2021-11-22,"Chess Events and Tournaments","consumer",1
2021-11-22,"Chess Training and Improvement","consumer",1
2021-11-22,"Political and Social Issues in Chess","consumer",1
2021-11-23,"Social Media Impact on Chess","consumer",1
2021-11-25,"Chess Events and Tournaments","consumer",1
2021-11-25,"Chess Legends and Personalities","consumer",1
2021-11-25,"Chess Literature and Media","consumer",1
2021-11-26,"Chess Events and Tournaments","consumer",2
2021-11-26,"Chess Events and Tournaments","influencer",1
2021-11-26,"Social Media Impact on Chess","consumer",3
2021-11-27,"Chess Training and Improvement","consumer",1
2021-11-27,"Player Performances and Strategies","consumer",4
2021-11-27,"Player Performances and Strategies","influencer",2
2021-11-27,"Political and Social Issues in Chess","consumer",1
2021-11-27,"Social Media Impact on Chess","consumer",1
2021-11-27,"Tournament Results and Standings","consumer",2
2021-11-29,"Chess Training and Improvement","consumer",1
2021-11-29,"Player Performances and Strategies","consumer",1
2021-11-30,"Political and Social Issues in Chess","consumer",1
2021-11-30,"Tournament Results and Standings","consumer",2
2021-12-01,"Tournament Results and Standings","influencer",1
2021-12-02,"Chess Events and Tournaments","consumer",1
2021-12-02,"Chess Legends and Personalities","consumer",1
2021-12-02,"Health and Wellness in Chess","consumer",1
2021-12-02,"Social Media Impact on Chess","consumer",1
2021-12-03,"Chess Events and Tournaments","influencer",1
2021-12-03,"Chess Training and Improvement","consumer",1
2021-12-03,"Online Chess Competitions","consumer",1
2021-12-03,"Player Performances and Strategies","consumer",2
2021-12-03,"Social Media Impact on Chess","consumer",1
2021-12-03,"Tournament Results and Standings","consumer",1
2021-12-04,"Chess Events and Tournaments","consumer",2
2021-12-04,"Chess Legends and Personalities","consumer",1
2021-12-04,"Player Performances and Strategies","influencer",1
2021-12-04,"Social Media Impact on Chess","consumer",4
2021-12-04,"Tournament Results and Standings","consumer",1
2021-12-04,"Tournament Results and Standings","influencer",1
2021-12-05,"Chess Events and Tournaments","consumer",1
2021-12-05,"Chess Legends and Personalities","consumer",1
2021-12-05,"Chess Literature and Media","consumer",2
2021-12-05,"Chess Training and Improvement","consumer",2
2021-12-05,"Player Performances and Strategies","consumer",3
2021-12-05,"Social Media Impact on Chess","consumer",3
2021-12-05,"Tournament Results and Standings","consumer",1
2021-12-05,"Tournament Results and Standings","influencer",1
2021-12-06,"Chess Events and Tournaments","consumer",1
2021-12-06,"Player Performances and Strategies","consumer",1
2021-12-06,"Social Media Impact on Chess","influencer",1
2021-12-07,"Chess Training and Improvement","consumer",1
2021-12-07,"Player Performances and Strategies","consumer",1
2021-12-07,"Social Media Impact on Chess","consumer",1
2021-12-07,"Tournament Results and Standings","consumer",2
2021-12-08,"Chess Legends and Personalities","consumer",1
2021-12-08,"Social Media Impact on Chess","consumer",1
2021-12-09,"Chess Legends and Personalities","consumer",1
2021-12-09,"Political and Social Issues in Chess","influencer",1
2021-12-09,"Social Media Impact on Chess","consumer",2
2021-12-09,"Tournament Results and Standings","consumer",1
2021-12-10,"Chess Events and Tournaments","consumer",1
2021-12-10,"Chess Legends and Personalities","consumer",1
2021-12-10,"Player Performances and Strategies","consumer",1
2021-12-10,"Player Performances and Strategies","influencer",1
2021-12-10,"Political and Social Issues in Chess","consumer",1
2021-12-10,"Social Media Impact on Chess","consumer",1
2021-12-10,"Social Media Impact on Chess","influencer",1
2021-12-10,"Tournament Results and Standings","consumer",5
2021-12-11,"Chess Personalities","consumer",1
2021-12-12,"Social Media Impact on Chess","consumer",1
2021-12-13,"Chess Legends and Personalities","influencer",1
2021-12-13,"Chess Literature and Media","consumer",1
2021-12-13,"Player Performances and Strategies","influencer",1
2021-12-14,"Online Chess Competitions","consumer",1
2021-12-14,"Online Chess Competitions","influencer",1
2021-12-14,"Social Media Impact on Chess","consumer",1
2021-12-15,"Chess Events and Tournaments","consumer",1
2021-12-15,"Political and Social Issues in Chess","consumer",1
2021-12-16,"Chess Events and Tournaments","consumer",1
2021-12-16,"Chess Personalities","consumer",1
2021-12-16,"Social Media Impact on Chess","consumer",1
2021-12-17,"Player Performances and Strategies","consumer",1
2021-12-17,"Social Media Impact on Chess","consumer",1
2021-12-18,"Chess Events and Tournaments","consumer",1
2021-12-18,"Chess Personalities","consumer",1
2021-12-18,"Chess Training and Improvement","consumer",1
2021-12-19,"Political and Social Issues in Chess","consumer",1
2021-12-19,"Tournament Results and Standings","consumer",1
2021-12-20,"Chess Events and Tournaments","consumer",1
2021-12-20,"Chess Training and Improvement","influencer",1
2021-12-20,"Social Media Impact on Chess","consumer",1
2021-12-21,"Chess Events and Tournaments","consumer",1
2021-12-21,"Chess Training and Improvement","consumer",1
2021-12-21,"Social Media Impact on Chess","consumer",1
2021-12-22,"Chess Events and Tournaments","consumer",1
2021-12-22,"Chess Legends and Personalities","consumer",2
2021-12-22,"Social Media Impact on Chess","consumer",1
2021-12-22,"Social Media Impact on Chess","influencer",1
2021-12-23,"Chess Literature and Media","consumer",2
2021-12-23,"Chess Training and Improvement","consumer",1
2021-12-23,"Social Media Impact on Chess","consumer",1
2021-12-23,"Social Media Impact on Chess","influencer",1
2021-12-23,"Tournament Results and Standings","consumer",1
2021-12-24,"Health and Wellness in Chess","consumer",1
2021-12-25,"Chess Events and Tournaments","consumer",1
2021-12-27,"Tournament Results and Standings","consumer",1
2021-12-28,"Chess Literature and Media","influencer",1
2021-12-28,"Player Performances and Strategies","consumer",1
2021-12-28,"Player Performances and Strategies","influencer",1
2021-12-28,"Social Media Impact on Chess","consumer",1
2021-12-28,"Tournament Results and Standings","consumer",2
2021-12-29,"Chess Events and Tournaments","consumer",1
2021-12-29,"Tournament Results and Standings","consumer",1
2021-12-30,"Chess Events and Tournaments","consumer",2
2021-12-30,"Chess Legends and Personalities","consumer",1
2021-12-30,"Chess Literature and Media","consumer",1
2021-12-30,"Player Performances and Strategies","influencer",1
2021-12-30,"Social Media Impact on Chess","consumer",1
2021-12-30,"Tournament Results and Standings","consumer",2
2021-12-31,"Chess Events and Tournaments","influencer",1
2021-12-31,"Social Media Impact on Chess","consumer",1
2021-12-31,"Social Media Impact on Chess","influencer",1
2022-01-01,"Chess Legends and Personalities","consumer",1
2022-01-01,"Tournament Results and Standings","consumer",1
2022-01-02,"Chess Literature and Media","consumer",1
2022-01-03,"Chess Events and Tournaments","consumer",1
2022-01-03,"Chess Literature and Media","consumer",1
2022-01-03,"Chess Training and Improvement","consumer",2
2022-01-03,"Tournament Results and Standings","consumer",1
2022-01-05,"Chess Literature and Media","influencer",1
2022-01-05,"Chess Training and Improvement","consumer",1
2022-01-05,"Political and Social Issues in Chess","consumer",1
2022-01-05,"Social Media Impact on Chess","consumer",1
2022-01-07,"Chess Literature and Media","consumer",1
2022-01-07,"Chess Training and Improvement","consumer",1
2022-01-08,"Chess Events and Tournaments","consumer",1
2022-01-09,"Social Media Impact on Chess","consumer",2
2022-01-10,"Chess Events and Tournaments","consumer",1
2022-01-10,"Chess Training and Improvement","consumer",1
2022-01-11,"Chess Events and Tournaments","consumer",1
2022-01-11,"Chess Legends and Personalities","consumer",1
2022-01-12,"Chess Legends and Personalities","consumer",2
2022-01-12,"Chess Training and Improvement","influencer",1
2022-01-12,"Social Media Impact on Chess","consumer",2
2022-01-12,"Social Media Impact on Chess","influencer",1
2022-01-13,"Chess Events and Tournaments","consumer",1
2022-01-13,"Chess Events and Tournaments","influencer",1
2022-01-13,"Chess Legends and Personalities","consumer",1
2022-01-13,"Chess Training and Improvement","consumer",1
2022-01-14,"Chess Personalities","consumer",1
2022-01-14,"Online Chess Competitions","consumer",1
2022-01-14,"Social Media Impact on Chess","consumer",1
2022-01-15,"Chess Events and Tournaments","consumer",1
2022-01-15,"Social Media Impact on Chess","influencer",1
2022-01-16,"Political and Social Issues in Chess","consumer",1
2022-01-16,"Social Media Impact on Chess","consumer",2
2022-01-17,"Chess Events and Tournaments","consumer",2
2022-01-17,"Social Media Impact on Chess","consumer",1
2022-01-17,"Tournament Results and Standings","consumer",1
2022-01-18,"Chess Training and Improvement","consumer",1
2022-01-18,"Player Performances and Strategies","consumer",2
2022-01-18,"Tournament Results and Standings","consumer",2
2022-01-19,"Chess Events and Tournaments","consumer",1
2022-01-19,"Chess Legends and Personalities","consumer",1
2022-01-19,"Chess Literature and Media","consumer",1
2022-01-19,"Social Media Impact on Chess","consumer",1
2022-01-20,"Player Performances and Strategies","consumer",1
2022-01-20,"Social Media Impact on Chess","consumer",1
2022-01-20,"Social Media Impact on Chess","influencer",1
2022-01-20,"Tournament Results and Standings","consumer",2
2022-01-21,"Chess Events and Tournaments","consumer",1
2022-01-21,"Tournament Results and Standings","consumer",2
2022-01-22,"Chess Legends and Personalities","consumer",1
2022-01-22,"Player Performances and Strategies","consumer",1
2022-01-22,"Tournament Results and Standings","consumer",3
2022-01-23,"Social Media Impact on Chess","consumer",1
2022-01-23,"Tournament Results and Standings","consumer",1
2022-01-24,"Chess Literature and Media","consumer",1
2022-01-24,"Tournament Results and Standings","consumer",1
2022-01-25,"Chess Legends and Personalities","consumer",1
2022-01-25,"Chess Training and Improvement","consumer",1
2022-01-25,"Online Chess Competitions","consumer",1
2022-01-25,"Player Performances and Strategies","consumer",1
2022-01-25,"Social Media Impact on Chess","consumer",2
2022-01-25,"Tournament Results and Standings","consumer",3
2022-01-26,"Player Performances and Strategies","consumer",3
2022-01-26,"Social Media Impact on Chess","consumer",1
2022-01-27,"Social Media Impact on Chess","consumer",1
2022-01-28,"Chess Literature and Media","consumer",1
2022-01-28,"Online Chess Competitions","consumer",1
2022-01-28,"Player Performances and Strategies","consumer",2
2022-01-28,"Social Media Impact on Chess","consumer",2
2022-01-29,"Chess Events and Tournaments","consumer",1
2022-01-29,"Player Performances and Strategies","consumer",1
2022-01-30,"Social Media Impact on Chess","consumer",1
2022-01-30,"Tournament Results and Standings","consumer",1
2022-01-31,"Chess Legends and Personalities","consumer",1
2022-01-31,"Social Media Impact on Chess","influencer",1
2022-01-31,"Tournament Results and Standings","consumer",1
2022-02-01,"Chess Events and Tournaments","consumer",1
2022-02-01,"Chess Events and Tournaments","influencer",1
2022-02-01,"Chess Training and Improvement","consumer",1
2022-02-01,"Player Performances and Strategies","consumer",1
2022-02-01,"Social Media Impact on Chess","consumer",1
2022-02-02,"Online Chess Competitions","consumer",1
2022-02-02,"Political and Social Issues in Chess","consumer",1
2022-02-02,"Social Media Impact on Chess","influencer",1
2022-02-02,"Tournament Results and Standings","consumer",1
2022-02-03,"Chess Events and Tournaments","consumer",2
2022-02-04,"Chess Events and Tournaments","consumer",2
2022-02-04,"Chess Legends and Personalities","consumer",1
2022-02-04,"Chess Legends and Personalities","influencer",1
2022-02-04,"Chess Training and Improvement","consumer",1
2022-02-04,"Social Media Impact on Chess","consumer",2
2022-02-05,"Chess Events and Tournaments","consumer",1
2022-02-05,"Player Performances and Strategies","consumer",1
2022-02-05,"Social Media Impact on Chess","consumer",2
2022-02-06,"Chess Events and Tournaments","consumer",1
2022-02-06,"Chess Literature and Media","consumer",3
2022-02-06,"Social Media Impact on Chess","consumer",1
2022-02-06,"Tournament Results and Standings","consumer",1
2022-02-07,"Social Media Impact on Chess","consumer",1
2022-02-07,"Tournament Results and Standings","consumer",2
2022-02-08,"Social Media Impact on Chess","consumer",1
2022-02-09,"Chess Training and Improvement","consumer",1
2022-02-09,"Social Media Impact on Chess","consumer",2
2022-02-09,"Tournament Results and Standings","consumer",3
2022-02-10,"Chess Training and Improvement","consumer",3
2022-02-10,"Social Media Impact on Chess","consumer",1
2022-02-11,"Chess Events and Tournaments","consumer",1
2022-02-11,"Player Performances and Strategies","consumer",1
2022-02-11,"Social Media Impact on Chess","consumer",2
2022-02-12,"Chess Events and Tournaments","consumer",1
2022-02-12,"Chess Events and Tournaments","influencer",1
2022-02-12,"Social Media Impact on Chess","consumer",2
2022-02-12,"Tournament Results and Standings","consumer",1
2022-02-13,"Chess Literature and Media","consumer",2
2022-02-13,"Chess Training and Improvement","influencer",1
2022-02-13,"Social Media Impact on Chess","consumer",2
2022-02-14,"Chess Literature and Media","consumer",2
2022-02-14,"Health and Wellness in Chess","consumer",1
2022-02-14,"Political and Social Issues in Chess","consumer",1
2022-02-14,"Social Media Impact on Chess","consumer",1
2022-02-15,"Health and Wellness in Chess","consumer",1
2022-02-15,"Social Media Impact on Chess","consumer",3
2022-02-16,"Chess Legends and Personalities","consumer",1
2022-02-16,"Political and Social Issues in Chess","consumer",1
2022-02-16,"Tournament Results and Standings","consumer",1
2022-02-17,"Chess Events and Tournaments","consumer",1
2022-02-17,"Chess Events and Tournaments","influencer",1
2022-02-17,"Social Media Impact on Chess","consumer",1
2022-02-17,"Tournament Results and Standings","consumer",1
2022-02-18,"Chess Events and Tournaments","consumer",1
2022-02-18,"Tournament Results and Standings","influencer",1
2022-02-19,"Social Media Impact on Chess","consumer",2
2022-02-20,"Chess Training and Improvement","influencer",1
2022-02-21,"Chess Events and Tournaments","influencer",1
2022-02-21,"Chess Literature and Media","consumer",2
2022-02-22,"Chess Literature and Media","consumer",1
2022-02-22,"Social Media Impact on Chess","consumer",2
2022-02-22,"Social Media Impact on Chess","influencer",1
2022-02-23,"Chess Legends and Personalities","consumer",1
2022-02-24,"Chess Events and Tournaments","influencer",1
2022-02-24,"Player Performances and Strategies","consumer",1
2022-02-24,"Political and Social Issues in Chess","consumer",1
2022-02-24,"Social Media Impact on Chess","consumer",1
2022-02-25,"Chess Events and Tournaments","consumer",2
2022-02-25,"Political and Social Issues in Chess","consumer",2
2022-02-25,"Social Media Impact on Chess","consumer",2
2022-02-26,"Chess Events and Tournaments","consumer",1
2022-02-26,"Chess Training and Improvement","influencer",1
2022-02-26,"Political and Social Issues in Chess","consumer",1
2022-02-26,"Social Media Impact on Chess","consumer",1
2022-02-27,"Chess Events and Tournaments","consumer",1
2022-02-27,"Political and Social Issues in Chess","consumer",4
2022-02-27,"Political and Social Issues in Chess","influencer",1
2022-02-27,"Social Media Impact on Chess","consumer",2
2022-02-28,"Chess Legends and Personalities","consumer",1
2022-02-28,"Political and Social Issues in Chess","consumer",2
2022-02-28,"Social Media Impact on Chess","consumer",1
2022-02-28,"Tournament Results and Standings","consumer",1
2022-03-01,"Chess Events and Tournaments","consumer",1
2022-03-01,"Chess Events and Tournaments","influencer",1
2022-03-01,"Chess Personalities","consumer",1
2022-03-01,"Chess Training and Improvement","influencer",1
2022-03-01,"Political and Social Issues in Chess","consumer",1
2022-03-01,"Social Media Impact on Chess","consumer",1
2022-03-01,"Tournament Results and Standings","consumer",1
2022-03-02,"Chess Events and Tournaments","consumer",1
2022-03-02,"Chess Events and Tournaments","influencer",1
2022-03-02,"Political and Social Issues in Chess","consumer",2
2022-03-02,"Social Media Impact on Chess","consumer",3
2022-03-03,"Chess Training and Improvement","consumer",1
2022-03-03,"Player Performances and Strategies","consumer",2
2022-03-03,"Political and Social Issues in Chess","consumer",3
2022-03-03,"Tournament Results and Standings","consumer",2
2022-03-04,"Chess Events and Tournaments","consumer",1
2022-03-04,"Chess Training and Improvement","consumer",1
2022-03-04,"Political and Social Issues in Chess","consumer",2
2022-03-04,"Tournament Results and Standings","consumer",2
2022-03-05,"Political and Social Issues in Chess","consumer",2
2022-03-05,"Social Media Impact on Chess","consumer",1
2022-03-06,"Political and Social Issues in Chess","consumer",2
2022-03-06,"Social Media Impact on Chess","consumer",1
2022-03-07,"Chess Literature and Media","consumer",1
2022-03-07,"Political and Social Issues in Chess","consumer",2
2022-03-08,"Chess Events and Tournaments","consumer",1
2022-03-08,"Chess Legends and Personalities","consumer",1
2022-03-08,"Social Media Impact on Chess","consumer",2
2022-03-09,"Chess Legends and Personalities","influencer",1
2022-03-09,"Chess Personalities","consumer",1
2022-03-09,"Tournament Results and Standings","consumer",1
2022-03-10,"Chess Training and Improvement","consumer",1
2022-03-10,"Chess Training and Improvement","influencer",1
2022-03-10,"Player Performances and Strategies","consumer",1
2022-03-10,"Political and Social Issues in Chess","consumer",1
2022-03-10,"Social Media Impact on Chess","consumer",1
2022-03-11,"Chess Events and Tournaments","influencer",1
2022-03-11,"Player Performances and Strategies","influencer",1
2022-03-11,"Social Media Impact on Chess","consumer",2
2022-03-11,"Tournament Results and Standings","consumer",1
2022-03-13,"Chess Events and Tournaments","consumer",1
2022-03-14,"Tournament Results and Standings","consumer",1
2022-03-15,"Chess Events and Tournaments","consumer",2
2022-03-15,"Chess Legends and Personalities","consumer",1
2022-03-15,"Online Chess Competitions","consumer",1
2022-03-15,"Political and Social Issues in Chess","consumer",4
2022-03-15,"Social Media Impact on Chess","consumer",1
2022-03-16,"Social Media Impact on Chess","consumer",2
2022-03-17,"Chess Events and Tournaments","consumer",2
2022-03-17,"Chess Literature and Media","consumer",1
2022-03-17,"Chess Training and Improvement","consumer",1
2022-03-17,"Political and Social Issues in Chess","consumer",1
2022-03-17,"Social Media Impact on Chess","consumer",2
2022-03-17,"Social Media Impact on Chess","influencer",1
2022-03-18,"Chess Events and Tournaments","consumer",2
2022-03-18,"Health and Wellness in Chess","consumer",1
2022-03-18,"Online Chess Competitions","consumer",1
2022-03-18,"Player Performances and Strategies","consumer",1
2022-03-18,"Political and Social Issues in Chess","consumer",1
2022-03-18,"Social Media Impact on Chess","consumer",1
2022-03-18,"Tournament Results and Standings","consumer",1
2022-03-19,"Chess Events and Tournaments","consumer",1
2022-03-19,"Chess Events and Tournaments","influencer",1
2022-03-19,"Chess Legends and Personalities","consumer",1
2022-03-20,"Chess Events and Tournaments","consumer",1
2022-03-20,"Chess Personalities","consumer",1
2022-03-20,"Social Media Impact on Chess","consumer",1
2022-03-21,"Chess Events and Tournaments","consumer",1
2022-03-21,"Player Performances and Strategies","influencer",1
2022-03-21,"Political and Social Issues in Chess","consumer",1
2022-03-21,"Social Media Impact on Chess","influencer",1
2022-03-22,"Chess Legends and Personalities","consumer",1
2022-03-22,"Chess Training and Improvement","influencer",1
2022-03-22,"Online Chess Competitions","consumer",1
2022-03-22,"Player Performances and Strategies","consumer",1
2022-03-22,"Social Media Impact on Chess","consumer",2
2022-03-23,"Chess Events and Tournaments","consumer",2
2022-03-23,"Chess Legends and Personalities","consumer",1
2022-03-23,"Political and Social Issues in Chess","consumer",1
2022-03-23,"Social Media Impact on Chess","consumer",2
2022-03-24,"Chess Events and Tournaments","influencer",1
2022-03-24,"Health and Wellness in Chess","consumer",1
2022-03-24,"Player Performances and Strategies","consumer",1
2022-03-24,"Social Media Impact on Chess","consumer",1
2022-03-24,"Tournament Results and Standings","consumer",2
2022-03-25,"Chess Legends and Personalities","consumer",1
2022-03-25,"Chess Literature and Media","consumer",1
2022-03-25,"Chess Training and Improvement","consumer",1
2022-03-25,"Player Performances and Strategies","consumer",1
2022-03-25,"Player Performances and Strategies","influencer",1
2022-03-25,"Social Media Impact on Chess","consumer",5
2022-03-25,"Social Media Impact on Chess","influencer",1
2022-03-25,"Tournament Results and Standings","consumer",1
2022-03-26,"Political and Social Issues in Chess","consumer",2
2022-03-27,"Political and Social Issues in Chess","consumer",2
2022-03-27,"Social Media Impact on Chess","consumer",2
2022-03-28,"Chess Literature and Media","consumer",2
2022-03-28,"Social Media Impact on Chess","consumer",3
2022-03-28,"Tournament Results and Standings","consumer",1
2022-03-29,"Health and Wellness in Chess","consumer",1
2022-03-29,"Online Chess Competitions","consumer",1
2022-03-29,"Player Performances and Strategies","consumer",1
2022-03-29,"Political and Social Issues in Chess","consumer",1
2022-03-29,"Social Media Impact on Chess","consumer",2
2022-03-29,"Tournament Results and Standings","consumer",1
2022-03-30,"Chess Events and Tournaments","consumer",1
2022-03-30,"Chess Literature and Media","consumer",1
2022-03-31,"Political and Social Issues in Chess","consumer",1
2022-03-31,"Tournament Results and Standings","consumer",1
2022-04-01,"Chess Training and Improvement","consumer",1
2022-04-01,"Social Media Impact on Chess","consumer",3
2022-04-01,"Tournament Results and Standings","consumer",1
2022-04-02,"Chess Events and Tournaments","consumer",1
2022-04-02,"Player Performances and Strategies","influencer",1
2022-04-03,"Chess Personalities","consumer",1
2022-04-03,"Social Media Impact on Chess","consumer",2
2022-04-04,"Chess Events and Tournaments","consumer",1
2022-04-04,"Chess Literature and Media","consumer",1
2022-04-04,"Health and Wellness in Chess","influencer",1
2022-04-04,"Social Media Impact on Chess","consumer",1
2022-04-04,"Social Media Impact on Chess","influencer",1
2022-04-04,"Tournament Results and Standings","influencer",1
2022-04-05,"Chess Player Performances and Strategies","consumer",1
2022-04-05,"Political and Social Issues in Chess","consumer",1
2022-04-05,"Social Media Impact on Chess","consumer",1
2022-04-05,"Tournament Results and Standings","consumer",2
2022-04-06,"Chess Literature and Media","consumer",1
2022-04-06,"Player Performances and Strategies","consumer",1
2022-04-06,"Political and Social Issues in Chess","consumer",1
2022-04-06,"Social Media Impact on Chess","consumer",1
2022-04-06,"Social Media Impact on Chess","influencer",1
2022-04-07,"Chess Events and Tournaments","consumer",2
2022-04-07,"Tournament Results and Standings","consumer",2
2022-04-08,"Chess Events and Tournaments","consumer",3
2022-04-08,"Online Chess Competitions","influencer",1
2022-04-08,"Social Media Impact on Chess","consumer",2
2022-04-09,"Chess Events and Tournaments","influencer",1
2022-04-09,"Chess Legends and Personalities","consumer",1
2022-04-09,"Chess Literature and Media","consumer",1
2022-04-09,"Chess Training and Improvement","consumer",2
2022-04-09,"Tournament Results and Standings","consumer",1
2022-04-10,"Chess Training and Improvement","influencer",1
2022-04-11,"Chess Events and Tournaments","influencer",1
2022-04-11,"Chess Legends and Personalities","consumer",1
2022-04-11,"Chess Literature and Media","consumer",1
2022-04-11,"Chess Training and Improvement","consumer",1
2022-04-11,"Health and Wellness in Chess","consumer",1
2022-04-11,"Online Chess Competitions","consumer",1
2022-04-11,"Political and Social Issues in Chess","consumer",1
2022-04-11,"Social Media Impact on Chess","consumer",1
2022-04-12,"Chess Events and Tournaments","consumer",1
2022-04-12,"Chess Legends and Personalities","consumer",1
2022-04-12,"Chess Literature and Media","consumer",2
2022-04-12,"Political and Social Issues in Chess","consumer",3
2022-04-12,"Social Media Impact on Chess","consumer",1
2022-04-13,"Chess Legends and Personalities","consumer",1
2022-04-13,"Political and Social Issues in Chess","consumer",2
2022-04-14,"Chess Events and Tournaments","consumer",1
2022-04-14,"Chess Legends and Personalities","consumer",1
2022-04-14,"Chess Literature and Media","consumer",1
2022-04-14,"Chess Literature and Media","influencer",1
2022-04-14,"Social Media Impact on Chess","consumer",3
2022-04-14,"Tournament Results and Standings","consumer",1
2022-04-16,"Political and Social Issues in Chess","influencer",1
2022-04-16,"Tournament Results and Standings","consumer",1
2022-04-17,"Chess Training and Improvement","influencer",1
2022-04-18,"Chess Events and Tournaments","consumer",1
2022-04-18,"Social Media Impact on Chess","consumer",2
2022-04-19,"Chess Events and Tournaments","consumer",1
2022-04-19,"Chess Literature and Media","consumer",1
